code_id,code_snippet,code_length,num_functions,num_classes,num_variables,num_comments,comment_density,num_imports,use_of_recursion,use_of_lambda,num_loops,complexity_score,execution_time,ai_generated
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,7.65,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,7.2,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,4.9,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,1.74,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,5.9,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,8.43,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,1.66,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,6.43,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,1.67,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,4.86,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,3.53,0
0e7f4f30,"def fibonacci(n):
    sequence = [0, 1]
    for _ in range(n - 1):
        sequence.append(sequence[-1] + sequence[-2])
    return sequence[n]",142,1,0,1,0,0.0,0,0,0,1,2,2.73,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,0.98,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,2.89,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,1.82,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,4.23,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,0.9,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,6.3,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,3.51,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,7.3,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,2.0,0
0e7f4f30,"def fibonacci(n):
    sequence = [0, 1]
    for _ in range(n - 1):
        sequence.append(sequence[-1] + sequence[-2])
    return sequence[n]",142,1,0,1,0,0.0,0,0,0,1,2,5.55,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,0.58,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,1.36,0
0e7f4f30,"def fibonacci(n):
    sequence = [0, 1]
    for _ in range(n - 1):
        sequence.append(sequence[-1] + sequence[-2])
    return sequence[n]",142,1,0,1,0,0.0,0,0,0,1,2,7.32,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,0.86,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,1.99,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,0.57,0
0e7f4f30,"def fibonacci(n):
    sequence = [0, 1]
    for _ in range(n - 1):
        sequence.append(sequence[-1] + sequence[-2])
    return sequence[n]",142,1,0,1,0,0.0,0,0,0,1,2,7.05,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,2.71,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,2.16,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,6.58,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,6.21,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,8.61,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,1.11,0
0e7f4f30,"def fibonacci(n):
    sequence = [0, 1]
    for _ in range(n - 1):
        sequence.append(sequence[-1] + sequence[-2])
    return sequence[n]",142,1,0,1,0,0.0,0,0,0,1,2,7.53,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,3.61,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,7.0,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,1.85,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,5.47,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,2.46,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,0.79,0
0e7f4f30,"def fibonacci(n):
    sequence = [0, 1]
    for _ in range(n - 1):
        sequence.append(sequence[-1] + sequence[-2])
    return sequence[n]",142,1,0,1,0,0.0,0,0,0,1,2,7.44,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,3.5,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,3.0,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,0.86,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,4.92,0
0e7f4f30,"def fibonacci(n):
    sequence = [0, 1]
    for _ in range(n - 1):
        sequence.append(sequence[-1] + sequence[-2])
    return sequence[n]",142,1,0,1,0,0.0,0,0,0,1,2,8.12,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,2.83,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,0.49,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,1.26,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,4.8,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,6.96,0
0e7f4f30,"def fibonacci(n):
    sequence = [0, 1]
    for _ in range(n - 1):
        sequence.append(sequence[-1] + sequence[-2])
    return sequence[n]",142,1,0,1,0,0.0,0,0,0,1,2,0.32,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,2.44,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,3.54,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,5.48,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,3.73,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,2.51,0
0e7f4f30,"def fibonacci(n):
    sequence = [0, 1]
    for _ in range(n - 1):
        sequence.append(sequence[-1] + sequence[-2])
    return sequence[n]",142,1,0,1,0,0.0,0,0,0,1,2,3.3,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,1.81,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,1.11,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,8.26,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,5.1,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,2.69,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,2.82,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,2.73,0
0e7f4f30,"def fibonacci(n):
    sequence = [0, 1]
    for _ in range(n - 1):
        sequence.append(sequence[-1] + sequence[-2])
    return sequence[n]",142,1,0,1,0,0.0,0,0,0,1,2,2.32,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,4.51,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,2.12,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,3.0,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,5.09,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,4.96,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,5.62,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,4.41,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,2.56,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,2.37,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,3.01,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,4.25,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,0.18,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,1.9,0
0e7f4f30,"def fibonacci(n):
    sequence = [0, 1]
    for _ in range(n - 1):
        sequence.append(sequence[-1] + sequence[-2])
    return sequence[n]",142,1,0,1,0,0.0,0,0,0,1,2,2.71,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,1.97,0
0e7f4f30,"def fibonacci(n):
    sequence = [0, 1]
    for _ in range(n - 1):
        sequence.append(sequence[-1] + sequence[-2])
    return sequence[n]",142,1,0,1,0,0.0,0,0,0,1,2,2.89,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,2.16,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,0.16,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,0.35,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,2.84,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,1.59,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,5.71,0
0e7f4f30,"def fibonacci(n):
    sequence = [0, 1]
    for _ in range(n - 1):
        sequence.append(sequence[-1] + sequence[-2])
    return sequence[n]",142,1,0,1,0,0.0,0,0,0,1,2,0.4,0
0e7f4f30,"def fibonacci(n):
    sequence = [0, 1]
    for _ in range(n - 1):
        sequence.append(sequence[-1] + sequence[-2])
    return sequence[n]",142,1,0,1,0,0.0,0,0,0,1,2,3.13,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,0.76,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,4.01,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,1.3,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,3.79,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,2.07,0
0e7f4f30,"def fibonacci(n):
    sequence = [0, 1]
    for _ in range(n - 1):
        sequence.append(sequence[-1] + sequence[-2])
    return sequence[n]",142,1,0,1,0,0.0,0,0,0,1,2,6.65,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,7.05,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,3.75,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,5.22,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,0.76,0
0e7f4f30,"def fibonacci(n):
    sequence = [0, 1]
    for _ in range(n - 1):
        sequence.append(sequence[-1] + sequence[-2])
    return sequence[n]",142,1,0,1,0,0.0,0,0,0,1,2,8.39,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,0.56,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,5.33,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,0.84,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,2.82,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,5.92,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,3.02,0
0e7f4f30,"def fibonacci(n):
    sequence = [0, 1]
    for _ in range(n - 1):
        sequence.append(sequence[-1] + sequence[-2])
    return sequence[n]",142,1,0,1,0,0.0,0,0,0,1,2,2.31,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,2.41,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,2.34,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,4.43,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,2.8,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,8.59,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,2.23,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,5.02,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,2.61,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,0.61,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,1.69,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,2.13,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,2.79,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,3.89,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,1.75,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,0.38,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,0.9,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,3.04,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,1.02,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,2.82,0
0e7f4f30,"def fibonacci(n):
    sequence = [0, 1]
    for _ in range(n - 1):
        sequence.append(sequence[-1] + sequence[-2])
    return sequence[n]",142,1,0,1,0,0.0,0,0,0,1,2,4.04,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,2.93,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,7.92,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,0.56,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,3.26,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,4.15,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,4.98,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,3.2,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,2.97,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,0.64,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,1.63,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,1.63,0
0e7f4f30,"def fibonacci(n):
    sequence = [0, 1]
    for _ in range(n - 1):
        sequence.append(sequence[-1] + sequence[-2])
    return sequence[n]",142,1,0,1,0,0.0,0,0,0,1,2,8.16,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,2.43,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,1.08,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,4.78,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,5.0,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,4.62,0
0e7f4f30,"def fibonacci(n):
    sequence = [0, 1]
    for _ in range(n - 1):
        sequence.append(sequence[-1] + sequence[-2])
    return sequence[n]",142,1,0,1,0,0.0,0,0,0,1,2,3.8,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,8.58,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,7.27,0
0e7f4f30,"def fibonacci(n):
    sequence = [0, 1]
    for _ in range(n - 1):
        sequence.append(sequence[-1] + sequence[-2])
    return sequence[n]",142,1,0,1,0,0.0,0,0,0,1,2,0.99,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,5.9,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,1.36,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,1.72,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,8.09,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,2.34,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,4.86,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,1.86,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,2.72,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,1.72,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,5.11,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,4.53,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,1.76,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,2.03,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,4.04,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,8.38,0
e981e22d,"def factorial(n):
    result = 1
    for i in range(2, n + 1):
        result *= i
    return result",100,1,0,2,0,0.0,0,0,0,1,2,3.24,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,2.62,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,3.29,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,8.58,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,5.42,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,5.0,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,3.51,0
0e7f4f30,"def fibonacci(n):
    sequence = [0, 1]
    for _ in range(n - 1):
        sequence.append(sequence[-1] + sequence[-2])
    return sequence[n]",142,1,0,1,0,0.0,0,0,0,1,2,0.83,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,1.41,0
0e7f4f30,"def fibonacci(n):
    sequence = [0, 1]
    for _ in range(n - 1):
        sequence.append(sequence[-1] + sequence[-2])
    return sequence[n]",142,1,0,1,0,0.0,0,0,0,1,2,5.32,0
b48fc10d,"import random
random.seed(42)
def gen_random(n):
    return [random.randint(1, 100) for _ in range(n)]",102,1,0,0,0,0.0,1,0,0,1,2,3.53,0
a8ee5b6a,"import statistics
values = [10, 20, 30]
print(statistics.mean(values))",70,0,0,1,0,0.0,1,0,0,0,0,1.82,0
7147f334,"def add_numbers(a, b):
    return a + b
print(add_numbers(3, 4))",64,1,0,0,0,0.0,0,0,0,0,1,5.92,0
